customer_id,customer_name,customer_email,signup_at,metadata_super,region_raw,marketing_source_raw
2139,Customer 2139,user_2139@example.com,2024-12-04T00:00:00.000Z,"{""region"":""EMEA"",""source"":""google_ads"",""ip_address"":""192.168.1.2139""}",EMEA,google_ads
2140,Customer 2140,user_2140@example.com,2024-12-21T00:00:00.000Z,"{""region"":""None"",""source"":""paid_social"",""ip_address"":""192.168.1.2140""}",None,paid_social
2141,Customer 2141,user_2141@example.com,2024-10-12T00:00:00.000Z,"{""region"":""EMEA"",""source"":""referral"",""ip_address"":""192.168.1.2141""}",EMEA,referral
2142,Customer 2142,user_2142@example.com,2024-02-18T00:00:00.000Z,"{""region"":""EMEA"",""source"":""organic"",""ip_address"":""192.168.1.2142""}",EMEA,organic
2143,Customer 2143,user_2143@example.com,2024-01-20T00:00:00.000Z,"{""region"":""US"",""source"":""paid_social"",""ip_address"":""192.168.1.2143""}",US,paid_social
2144,Customer 2144,user_2144@example.com,2024-07-16T00:00:00.000Z,"{""region"":""US"",""source"":""google_ads"",""ip_address"":""192.168.1.2144""}",US,google_ads
2145,Customer 2145,user_2145@example.com,2024-10-04T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.2145""}",EMEA,paid_social
2146,Customer 2146,user_2146@example.com,2024-05-31T00:00:00.000Z,"{""region"":""EMEA"",""source"":""organic"",""ip_address"":""192.168.1.2146""}",EMEA,organic
2147,Customer 2147,user_2147@example.com,2024-05-11T00:00:00.000Z,"{""region"":""EMEA"",""source"":""referral"",""ip_address"":""192.168.1.2147""}",EMEA,referral
2148,Customer 2148,user_2148@example.com,2024-07-06T00:00:00.000Z,"{""region"":""APAC"",""source"":""google_ads"",""ip_address"":""192.168.1.2148""}",APAC,google_ads
2149,Customer 2149,user_2149@example.com,2024-11-10T00:00:00.000Z,"{""region"":""None"",""source"":""organic"",""ip_address"":""192.168.1.2149""}",None,organic
2150,Customer 2150,user_2150@example.com,2024-12-20T00:00:00.000Z,"{""region"":""EMEA"",""source"":""referral"",""ip_address"":""192.168.1.2150""}",EMEA,referral
2151,Customer 2151,user_2151@example.com,2024-11-23T00:00:00.000Z,"{""region"":""EMEA"",""source"":""organic"",""ip_address"":""192.168.1.2151""}",EMEA,organic
2152,Customer 2152,user_2152@example.com,2024-08-05T00:00:00.000Z,"{""region"":""None"",""source"":""referral"",""ip_address"":""192.168.1.2152""}",None,referral
2153,Customer 2153,user_2153@example.com,2024-01-02T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.2153""}",EMEA,paid_social
2154,Customer 2154,user_2154@example.com,2024-12-31T00:00:00.000Z,"{""region"":""EMEA"",""source"":""referral"",""ip_address"":""192.168.1.2154""}",EMEA,referral
2155,Customer 2155,user_2155@example.com,2024-03-27T00:00:00.000Z,"{""region"":""APAC"",""source"":""google_ads"",""ip_address"":""192.168.1.2155""}",APAC,google_ads
2156,Customer 2156,user_2156@example.com,2024-03-20T00:00:00.000Z,"{""region"":""APAC"",""source"":""paid_social"",""ip_address"":""192.168.1.2156""}",APAC,paid_social
2157,Customer 2157,user_2157@example.com,2024-06-09T00:00:00.000Z,"{""region"":""APAC"",""source"":""google_ads"",""ip_address"":""192.168.1.2157""}",APAC,google_ads
2158,Customer 2158,user_2158@example.com,2024-03-10T00:00:00.000Z,"{""region"":""APAC"",""source"":""google_ads"",""ip_address"":""192.168.1.2158""}",APAC,google_ads
2159,Customer 2159,user_2159@example.com,2024-11-12T00:00:00.000Z,"{""region"":""None"",""source"":""referral"",""ip_address"":""192.168.1.2159""}",None,referral
2160,Customer 2160,user_2160@example.com,2024-04-24T00:00:00.000Z,"{""region"":""US"",""source"":""referral"",""ip_address"":""192.168.1.2160""}",US,referral
2161,Customer 2161,user_2161@example.com,2024-12-09T00:00:00.000Z,"{""region"":""US"",""source"":""paid_social"",""ip_address"":""192.168.1.2161""}",US,paid_social
2162,Customer 2162,user_2162@example.com,2024-10-17T00:00:00.000Z,"{""region"":""APAC"",""source"":""organic"",""ip_address"":""192.168.1.2162""}",APAC,organic
2163,Customer 2163,user_2163@example.com,2024-07-27T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.2163""}",US,organic
2164,Customer 2164,user_2164@example.com,2024-04-13T00:00:00.000Z,"{""region"":""APAC"",""source"":""referral"",""ip_address"":""192.168.1.2164""}",APAC,referral
2165,Customer 2165,user_2165@example.com,2024-07-19T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.2165""}",US,organic
2166,Customer 2166,user_2166@example.com,2024-07-31T00:00:00.000Z,"{""region"":""APAC"",""source"":""paid_social"",""ip_address"":""192.168.1.2166""}",APAC,paid_social
2167,Customer 2167,user_2167@example.com,2024-08-29T00:00:00.000Z,"{""region"":""US"",""source"":""paid_social"",""ip_address"":""192.168.1.2167""}",US,paid_social
2168,Customer 2168,user_2168@example.com,2024-03-29T00:00:00.000Z,"{""region"":""APAC"",""source"":""paid_social"",""ip_address"":""192.168.1.2168""}",APAC,paid_social
2169,Customer 2169,user_2169@example.com,2024-09-27T00:00:00.000Z,"{""region"":""APAC"",""source"":""paid_social"",""ip_address"":""192.168.1.2169""}",APAC,paid_social
2170,Customer 2170,user_2170@example.com,2024-10-15T00:00:00.000Z,"{""region"":""APAC"",""source"":""referral"",""ip_address"":""192.168.1.2170""}",APAC,referral
2171,Customer 2171,user_2171@example.com,2024-11-23T00:00:00.000Z,"{""region"":""None"",""source"":""referral"",""ip_address"":""192.168.1.2171""}",None,referral
2172,Customer 2172,user_2172@example.com,2024-07-08T00:00:00.000Z,"{""region"":""APAC"",""source"":""google_ads"",""ip_address"":""192.168.1.2172""}",APAC,google_ads
2173,Customer 2173,user_2173@example.com,2024-08-12T00:00:00.000Z,"{""region"":""US"",""source"":""paid_social"",""ip_address"":""192.168.1.2173""}",US,paid_social
2174,Customer 2174,user_2174@example.com,2024-04-09T00:00:00.000Z,"{""region"":""EMEA"",""source"":""google_ads"",""ip_address"":""192.168.1.2174""}",EMEA,google_ads
2175,Customer 2175,user_2175@example.com,2024-10-18T00:00:00.000Z,"{""region"":""EMEA"",""source"":""referral"",""ip_address"":""192.168.1.2175""}",EMEA,referral
2176,Customer 2176,user_2176@example.com,2024-06-25T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.2176""}",EMEA,paid_social
2177,Customer 2177,user_2177@example.com,2024-04-09T00:00:00.000Z,"{""region"":""APAC"",""source"":""organic"",""ip_address"":""192.168.1.2177""}",APAC,organic
2178,Customer 2178,user_2178@example.com,2024-05-27T00:00:00.000Z,"{""region"":""EMEA"",""source"":""organic"",""ip_address"":""192.168.1.2178""}",EMEA,organic
2179,Customer 2179,user_2179@example.com,2024-04-07T00:00:00.000Z,"{""region"":""US"",""source"":""referral"",""ip_address"":""192.168.1.2179""}",US,referral
2180,Customer 2180,user_2180@example.com,2024-12-26T00:00:00.000Z,"{""region"":""None"",""source"":""referral"",""ip_address"":""192.168.1.2180""}",None,referral
2181,Customer 2181,user_2181@example.com,2024-07-05T00:00:00.000Z,"{""region"":""None"",""source"":""referral"",""ip_address"":""192.168.1.2181""}",None,referral
2182,Customer 2182,user_2182@example.com,2024-11-18T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.2182""}",EMEA,paid_social
2183,Customer 2183,user_2183@example.com,2024-09-28T00:00:00.000Z,"{""region"":""None"",""source"":""organic"",""ip_address"":""192.168.1.2183""}",None,organic
2184,Customer 2184,user_2184@example.com,2024-08-26T00:00:00.000Z,"{""region"":""US"",""source"":""google_ads"",""ip_address"":""192.168.1.2184""}",US,google_ads
2185,Customer 2185,user_2185@example.com,2024-12-01T00:00:00.000Z,"{""region"":""EMEA"",""source"":""organic"",""ip_address"":""192.168.1.2185""}",EMEA,organic
2186,Customer 2186,user_2186@example.com,2024-08-11T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.2186""}",EMEA,paid_social
2187,Customer 2187,user_2187@example.com,2024-06-03T00:00:00.000Z,"{""region"":""None"",""source"":""paid_social"",""ip_address"":""192.168.1.2187""}",None,paid_social
2188,Customer 2188,user_2188@example.com,2024-03-17T00:00:00.000Z,"{""region"":""US"",""source"":""referral"",""ip_address"":""192.168.1.2188""}",US,referral
2189,Customer 2189,user_2189@example.com,2024-10-19T00:00:00.000Z,"{""region"":""US"",""source"":""paid_social"",""ip_address"":""192.168.1.2189""}",US,paid_social
2190,Customer 2190,user_2190@example.com,2024-01-24T00:00:00.000Z,"{""region"":""US"",""source"":""referral"",""ip_address"":""192.168.1.2190""}",US,referral
2191,Customer 2191,user_2191@example.com,2024-07-31T00:00:00.000Z,"{""region"":""APAC"",""source"":""google_ads"",""ip_address"":""192.168.1.2191""}",APAC,google_ads
2192,Customer 2192,user_2192@example.com,2024-11-23T00:00:00.000Z,"{""region"":""None"",""source"":""referral"",""ip_address"":""192.168.1.2192""}",None,referral
2193,Customer 2193,user_2193@example.com,2024-01-09T00:00:00.000Z,"{""region"":""APAC"",""source"":""organic"",""ip_address"":""192.168.1.2193""}",APAC,organic
2194,Customer 2194,user_2194@example.com,2024-01-01T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.2194""}",US,organic
2195,Customer 2195,user_2195@example.com,2024-06-14T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.2195""}",US,organic
2196,Customer 2196,user_2196@example.com,2024-06-06T00:00:00.000Z,"{""region"":""US"",""source"":""referral"",""ip_address"":""192.168.1.2196""}",US,referral
2197,Customer 2197,user_2197@example.com,2024-01-05T00:00:00.000Z,"{""region"":""None"",""source"":""organic"",""ip_address"":""192.168.1.2197""}",None,organic
2198,Customer 2198,user_2198@example.com,2024-11-18T00:00:00.000Z,"{""region"":""US"",""source"":""google_ads"",""ip_address"":""192.168.1.2198""}",US,google_ads
2199,Customer 2199,user_2199@example.com,2024-10-19T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.2199""}",US,organic
2200,Customer 2200,user_2200@example.com,2024-07-22T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.2200""}",EMEA,paid_social
2201,Customer 2201,user_2201@example.com,2024-05-01T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.2201""}",US,organic
2202,Customer 2202,user_2202@example.com,2024-05-15T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.2202""}",EMEA,paid_social
2203,Customer 2203,user_2203@example.com,2024-08-10T00:00:00.000Z,"{""region"":""APAC"",""source"":""google_ads"",""ip_address"":""192.168.1.2203""}",APAC,google_ads
2204,Customer 2204,user_2204@example.com,2024-05-08T00:00:00.000Z,"{""region"":""APAC"",""source"":""organic"",""ip_address"":""192.168.1.2204""}",APAC,organic
2205,Customer 2205,user_2205@example.com,2024-01-11T00:00:00.000Z,"{""region"":""US"",""source"":""referral"",""ip_address"":""192.168.1.2205""}",US,referral
2206,Customer 2206,user_2206@example.com,2024-03-22T00:00:00.000Z,"{""region"":""None"",""source"":""google_ads"",""ip_address"":""192.168.1.2206""}",None,google_ads
2207,Customer 2207,user_2207@example.com,2024-08-09T00:00:00.000Z,"{""region"":""US"",""source"":""google_ads"",""ip_address"":""192.168.1.2207""}",US,google_ads
2208,Customer 2208,user_2208@example.com,2024-05-02T00:00:00.000Z,"{""region"":""EMEA"",""source"":""referral"",""ip_address"":""192.168.1.2208""}",EMEA,referral
2209,Customer 2209,user_2209@example.com,2024-08-08T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.2209""}",EMEA,paid_social
2210,Customer 2210,user_2210@example.com,2024-08-27T00:00:00.000Z,"{""region"":""US"",""source"":""paid_social"",""ip_address"":""192.168.1.2210""}",US,paid_social
2211,Customer 2211,user_2211@example.com,2024-09-14T00:00:00.000Z,"{""region"":""APAC"",""source"":""organic"",""ip_address"":""192.168.1.2211""}",APAC,organic
2212,Customer 2212,user_2212@example.com,2024-05-07T00:00:00.000Z,"{""region"":""US"",""source"":""paid_social"",""ip_address"":""192.168.1.2212""}",US,paid_social
2213,Customer 2213,user_2213@example.com,2024-10-23T00:00:00.000Z,"{""region"":""None"",""source"":""paid_social"",""ip_address"":""192.168.1.2213""}",None,paid_social
2214,Customer 2214,user_2214@example.com,2024-03-08T00:00:00.000Z,"{""region"":""EMEA"",""source"":""referral"",""ip_address"":""192.168.1.2214""}",EMEA,referral
2215,Customer 2215,user_2215@example.com,2024-10-01T00:00:00.000Z,"{""region"":""EMEA"",""source"":""referral"",""ip_address"":""192.168.1.2215""}",EMEA,referral
2216,Customer 2216,user_2216@example.com,2024-08-20T00:00:00.000Z,"{""region"":""None"",""source"":""google_ads"",""ip_address"":""192.168.1.2216""}",None,google_ads
2217,Customer 2217,user_2217@example.com,2024-11-18T00:00:00.000Z,"{""region"":""APAC"",""source"":""organic"",""ip_address"":""192.168.1.2217""}",APAC,organic
2218,Customer 2218,user_2218@example.com,2024-02-18T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.2218""}",EMEA,paid_social
2219,Customer 2219,user_2219@example.com,2024-02-20T00:00:00.000Z,"{""region"":""APAC"",""source"":""referral"",""ip_address"":""192.168.1.2219""}",APAC,referral
2220,Customer 2220,user_2220@example.com,2024-03-29T00:00:00.000Z,"{""region"":""US"",""source"":""paid_social"",""ip_address"":""192.168.1.2220""}",US,paid_social
2221,Customer 2221,user_2221@example.com,2024-09-04T00:00:00.000Z,"{""region"":""EMEA"",""source"":""organic"",""ip_address"":""192.168.1.2221""}",EMEA,organic
2222,Customer 2222,user_2222@example.com,2024-08-03T00:00:00.000Z,"{""region"":""US"",""source"":""google_ads"",""ip_address"":""192.168.1.2222""}",US,google_ads
2223,Customer 2223,user_2223@example.com,2024-04-24T00:00:00.000Z,"{""region"":""None"",""source"":""organic"",""ip_address"":""192.168.1.2223""}",None,organic
2224,Customer 2224,user_2224@example.com,2024-08-31T00:00:00.000Z,"{""region"":""US"",""source"":""paid_social"",""ip_address"":""192.168.1.2224""}",US,paid_social
2225,Customer 2225,user_2225@example.com,2024-11-29T00:00:00.000Z,"{""region"":""APAC"",""source"":""organic"",""ip_address"":""192.168.1.2225""}",APAC,organic
2226,Customer 2226,user_2226@example.com,2024-02-22T00:00:00.000Z,"{""region"":""APAC"",""source"":""referral"",""ip_address"":""192.168.1.2226""}",APAC,referral
2227,Customer 2227,user_2227@example.com,2024-09-09T00:00:00.000Z,"{""region"":""EMEA"",""source"":""google_ads"",""ip_address"":""192.168.1.2227""}",EMEA,google_ads
2228,Customer 2228,user_2228@example.com,2024-03-08T00:00:00.000Z,"{""region"":""APAC"",""source"":""paid_social"",""ip_address"":""192.168.1.2228""}",APAC,paid_social
2229,Customer 2229,user_2229@example.com,2024-01-09T00:00:00.000Z,"{""region"":""None"",""source"":""google_ads"",""ip_address"":""192.168.1.2229""}",None,google_ads
2230,Customer 2230,user_2230@example.com,2024-09-04T00:00:00.000Z,"{""region"":""None"",""source"":""organic"",""ip_address"":""192.168.1.2230""}",None,organic
2231,Customer 2231,user_2231@example.com,2024-06-16T00:00:00.000Z,"{""region"":""None"",""source"":""paid_social"",""ip_address"":""192.168.1.2231""}",None,paid_social
2232,Customer 2232,user_2232@example.com,2024-05-12T00:00:00.000Z,"{""region"":""EMEA"",""source"":""google_ads"",""ip_address"":""192.168.1.2232""}",EMEA,google_ads
2233,Customer 2233,user_2233@example.com,2024-08-31T00:00:00.000Z,"{""region"":""US"",""source"":""referral"",""ip_address"":""192.168.1.2233""}",US,referral
2234,Customer 2234,user_2234@example.com,2024-08-31T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.2234""}",EMEA,paid_social
2235,Customer 2235,user_2235@example.com,2024-04-05T00:00:00.000Z,"{""region"":""US"",""source"":""google_ads"",""ip_address"":""192.168.1.2235""}",US,google_ads
2236,Customer 2236,user_2236@example.com,2024-09-27T00:00:00.000Z,"{""region"":""None"",""source"":""referral"",""ip_address"":""192.168.1.2236""}",None,referral
2237,Customer 2237,user_2237@example.com,2024-11-02T00:00:00.000Z,"{""region"":""APAC"",""source"":""organic"",""ip_address"":""192.168.1.2237""}",APAC,organic
2238,Customer 2238,user_2238@example.com,2024-05-31T00:00:00.000Z,"{""region"":""None"",""source"":""referral"",""ip_address"":""192.168.1.2238""}",None,referral
2239,Customer 2239,user_2239@example.com,2024-06-02T00:00:00.000Z,"{""region"":""APAC"",""source"":""paid_social"",""ip_address"":""192.168.1.2239""}",APAC,paid_social
2240,Customer 2240,user_2240@example.com,2024-10-25T00:00:00.000Z,"{""region"":""APAC"",""source"":""paid_social"",""ip_address"":""192.168.1.2240""}",APAC,paid_social
2241,Customer 2241,user_2241@example.com,2024-04-13T00:00:00.000Z,"{""region"":""None"",""source"":""referral"",""ip_address"":""192.168.1.2241""}",None,referral
2242,Customer 2242,user_2242@example.com,2024-01-18T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.2242""}",EMEA,paid_social
2243,Customer 2243,user_2243@example.com,2024-11-05T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.2243""}",EMEA,paid_social
2244,Customer 2244,user_2244@example.com,2024-06-27T00:00:00.000Z,"{""region"":""US"",""source"":""paid_social"",""ip_address"":""192.168.1.2244""}",US,paid_social
2245,Customer 2245,user_2245@example.com,2024-02-16T00:00:00.000Z,"{""region"":""US"",""source"":""paid_social"",""ip_address"":""192.168.1.2245""}",US,paid_social
2246,Customer 2246,user_2246@example.com,2024-11-03T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.2246""}",US,organic
2247,Customer 2247,user_2247@example.com,2024-03-24T00:00:00.000Z,"{""region"":""US"",""source"":""referral"",""ip_address"":""192.168.1.2247""}",US,referral
2248,Customer 2248,user_2248@example.com,2024-03-31T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.2248""}",US,organic
2249,Customer 2249,user_2249@example.com,2024-03-08T00:00:00.000Z,"{""region"":""APAC"",""source"":""organic"",""ip_address"":""192.168.1.2249""}",APAC,organic
2250,Customer 2250,user_2250@example.com,2024-01-02T00:00:00.000Z,"{""region"":""None"",""source"":""referral"",""ip_address"":""192.168.1.2250""}",None,referral
2251,Customer 2251,user_2251@example.com,2024-06-23T00:00:00.000Z,"{""region"":""EMEA"",""source"":""referral"",""ip_address"":""192.168.1.2251""}",EMEA,referral
2252,Customer 2252,user_2252@example.com,2024-10-17T00:00:00.000Z,"{""region"":""EMEA"",""source"":""google_ads"",""ip_address"":""192.168.1.2252""}",EMEA,google_ads
2253,Customer 2253,user_2253@example.com,2024-03-20T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.2253""}",EMEA,paid_social
2254,Customer 2254,user_2254@example.com,2024-07-25T00:00:00.000Z,"{""region"":""EMEA"",""source"":""organic"",""ip_address"":""192.168.1.2254""}",EMEA,organic
2255,Customer 2255,user_2255@example.com,2024-04-22T00:00:00.000Z,"{""region"":""None"",""source"":""paid_social"",""ip_address"":""192.168.1.2255""}",None,paid_social
2256,Customer 2256,user_2256@example.com,2024-06-10T00:00:00.000Z,"{""region"":""US"",""source"":""referral"",""ip_address"":""192.168.1.2256""}",US,referral
2257,Customer 2257,user_2257@example.com,2024-01-09T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.2257""}",US,organic
2258,Customer 2258,user_2258@example.com,2024-05-20T00:00:00.000Z,"{""region"":""US"",""source"":""paid_social"",""ip_address"":""192.168.1.2258""}",US,paid_social
2259,Customer 2259,user_2259@example.com,2024-11-16T00:00:00.000Z,"{""region"":""APAC"",""source"":""referral"",""ip_address"":""192.168.1.2259""}",APAC,referral
2260,Customer 2260,user_2260@example.com,2024-08-29T00:00:00.000Z,"{""region"":""APAC"",""source"":""paid_social"",""ip_address"":""192.168.1.2260""}",APAC,paid_social
2261,Customer 2261,user_2261@example.com,2024-10-31T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.2261""}",US,organic
2262,Customer 2262,user_2262@example.com,2024-10-02T00:00:00.000Z,"{""region"":""US"",""source"":""paid_social"",""ip_address"":""192.168.1.2262""}",US,paid_social
2263,Customer 2263,user_2263@example.com,2024-08-29T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.2263""}",US,organic
2264,Customer 2264,user_2264@example.com,2024-04-22T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.2264""}",US,organic
2265,Customer 2265,user_2265@example.com,2024-06-22T00:00:00.000Z,"{""region"":""None"",""source"":""referral"",""ip_address"":""192.168.1.2265""}",None,referral
2266,Customer 2266,user_2266@example.com,2024-08-15T00:00:00.000Z,"{""region"":""None"",""source"":""paid_social"",""ip_address"":""192.168.1.2266""}",None,paid_social
2267,Customer 2267,user_2267@example.com,2024-04-28T00:00:00.000Z,"{""region"":""None"",""source"":""organic"",""ip_address"":""192.168.1.2267""}",None,organic
2268,Customer 2268,user_2268@example.com,2024-09-18T00:00:00.000Z,"{""region"":""US"",""source"":""google_ads"",""ip_address"":""192.168.1.2268""}",US,google_ads
2269,Customer 2269,user_2269@example.com,2024-06-11T00:00:00.000Z,"{""region"":""APAC"",""source"":""paid_social"",""ip_address"":""192.168.1.2269""}",APAC,paid_social
2270,Customer 2270,user_2270@example.com,2024-05-19T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.2270""}",EMEA,paid_social
2271,Customer 2271,user_2271@example.com,2024-10-16T00:00:00.000Z,"{""region"":""None"",""source"":""referral"",""ip_address"":""192.168.1.2271""}",None,referral
2272,Customer 2272,user_2272@example.com,2024-01-21T00:00:00.000Z,"{""region"":""EMEA"",""source"":""referral"",""ip_address"":""192.168.1.2272""}",EMEA,referral
2273,Customer 2273,user_2273@example.com,2024-09-24T00:00:00.000Z,"{""region"":""None"",""source"":""referral"",""ip_address"":""192.168.1.2273""}",None,referral
2274,Customer 2274,user_2274@example.com,2024-11-03T00:00:00.000Z,"{""region"":""APAC"",""source"":""organic"",""ip_address"":""192.168.1.2274""}",APAC,organic
2275,Customer 2275,user_2275@example.com,2024-07-24T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.2275""}",EMEA,paid_social
2276,Customer 2276,user_2276@example.com,2024-08-04T00:00:00.000Z,"{""region"":""US"",""source"":""google_ads"",""ip_address"":""192.168.1.2276""}",US,google_ads
2277,Customer 2277,user_2277@example.com,2024-10-16T00:00:00.000Z,"{""region"":""APAC"",""source"":""google_ads"",""ip_address"":""192.168.1.2277""}",APAC,google_ads
2278,Customer 2278,user_2278@example.com,2024-06-09T00:00:00.000Z,"{""region"":""US"",""source"":""paid_social"",""ip_address"":""192.168.1.2278""}",US,paid_social
2279,Customer 2279,user_2279@example.com,2024-05-13T00:00:00.000Z,"{""region"":""EMEA"",""source"":""referral"",""ip_address"":""192.168.1.2279""}",EMEA,referral
2280,Customer 2280,user_2280@example.com,2024-04-20T00:00:00.000Z,"{""region"":""EMEA"",""source"":""organic"",""ip_address"":""192.168.1.2280""}",EMEA,organic
2281,Customer 2281,user_2281@example.com,2024-06-07T00:00:00.000Z,"{""region"":""APAC"",""source"":""paid_social"",""ip_address"":""192.168.1.2281""}",APAC,paid_social
2282,Customer 2282,user_2282@example.com,2024-12-27T00:00:00.000Z,"{""region"":""APAC"",""source"":""referral"",""ip_address"":""192.168.1.2282""}",APAC,referral
2283,Customer 2283,user_2283@example.com,2024-04-21T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.2283""}",US,organic
2284,Customer 2284,user_2284@example.com,2024-07-31T00:00:00.000Z,"{""region"":""US"",""source"":""google_ads"",""ip_address"":""192.168.1.2284""}",US,google_ads
2285,Customer 2285,user_2285@example.com,2024-03-13T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.2285""}",US,organic
2286,Customer 2286,user_2286@example.com,2024-07-19T00:00:00.000Z,"{""region"":""US"",""source"":""google_ads"",""ip_address"":""192.168.1.2286""}",US,google_ads
2287,Customer 2287,user_2287@example.com,2024-06-15T00:00:00.000Z,"{""region"":""None"",""source"":""referral"",""ip_address"":""192.168.1.2287""}",None,referral
2288,Customer 2288,user_2288@example.com,2024-02-03T00:00:00.000Z,"{""region"":""EMEA"",""source"":""organic"",""ip_address"":""192.168.1.2288""}",EMEA,organic
2289,Customer 2289,user_2289@example.com,2024-06-04T00:00:00.000Z,"{""region"":""US"",""source"":""paid_social"",""ip_address"":""192.168.1.2289""}",US,paid_social
2290,Customer 2290,user_2290@example.com,2024-06-25T00:00:00.000Z,"{""region"":""EMEA"",""source"":""google_ads"",""ip_address"":""192.168.1.2290""}",EMEA,google_ads
2291,Customer 2291,user_2291@example.com,2024-01-24T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.2291""}",EMEA,paid_social
2292,Customer 2292,user_2292@example.com,2024-07-20T00:00:00.000Z,"{""region"":""US"",""source"":""referral"",""ip_address"":""192.168.1.2292""}",US,referral
2293,Customer 2293,user_2293@example.com,2024-02-17T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.2293""}",US,organic
2294,Customer 2294,user_2294@example.com,2024-08-16T00:00:00.000Z,"{""region"":""APAC"",""source"":""referral"",""ip_address"":""192.168.1.2294""}",APAC,referral
2295,Customer 2295,user_2295@example.com,2024-06-05T00:00:00.000Z,"{""region"":""US"",""source"":""referral"",""ip_address"":""192.168.1.2295""}",US,referral
2296,Customer 2296,user_2296@example.com,2024-05-28T00:00:00.000Z,"{""region"":""EMEA"",""source"":""google_ads"",""ip_address"":""192.168.1.2296""}",EMEA,google_ads
2297,Customer 2297,user_2297@example.com,2024-03-20T00:00:00.000Z,"{""region"":""US"",""source"":""paid_social"",""ip_address"":""192.168.1.2297""}",US,paid_social
2298,Customer 2298,user_2298@example.com,2024-09-10T00:00:00.000Z,"{""region"":""EMEA"",""source"":""paid_social"",""ip_address"":""192.168.1.2298""}",EMEA,paid_social
2299,Customer 2299,user_2299@example.com,2024-08-22T00:00:00.000Z,"{""region"":""None"",""source"":""organic"",""ip_address"":""192.168.1.2299""}",None,organic
2300,Customer 2300,user_2300@example.com,2024-08-11T00:00:00.000Z,"{""region"":""US"",""source"":""google_ads"",""ip_address"":""192.168.1.2300""}",US,google_ads
2301,Customer 2301,user_2301@example.com,2024-12-23T00:00:00.000Z,"{""region"":""None"",""source"":""google_ads"",""ip_address"":""192.168.1.2301""}",None,google_ads
2302,Customer 2302,user_2302@example.com,2024-11-24T00:00:00.000Z,"{""region"":""EMEA"",""source"":""google_ads"",""ip_address"":""192.168.1.2302""}",EMEA,google_ads
2303,Customer 2303,user_2303@example.com,2024-07-10T00:00:00.000Z,"{""region"":""US"",""source"":""organic"",""ip_address"":""192.168.1.2303""}",US,organic
2304,Customer 2304,user_2304@example.com,2024-09-08T00:00:00.000Z,"{""region"":""None"",""source"":""google_ads"",""ip_address"":""192.168.1.2304""}",None,google_ads
2305,Customer 2305,user_2305@example.com,2024-09-01T00:00:00.000Z,"{""region"":""APAC"",""source"":""referral"",""ip_address"":""192.168.1.2305""}",APAC,referral
